regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Hamburg,160,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,14,3.41,40,1780,2005,113832944,2,gas,TRUE,Hamburg,TRUE,6,1550,34,102,Hamburg,well_kept,sophisticated,NA,Walderseestra&szlig;e,Walderseestraße,FALSE,8,penthouse,22605,3,94.43,2,2,3,FALSE,5,Hamburg,Othmarschen,"Das moderne Gebäude aus dem Jahr 2006 wurde auf einem ca. 1.336 m² großen Grundstück mit schönem Garten errichtet. Im 1. OG befindet sich ein Architekturbüro, im EG wohnen die Eigentümer, so dass man in einer individuellen, eigenheimähnlichen Atmosphäre wohnt. 2016 wurde die Fassadendämmung noch einmal verbessert und auf den Stand der EnEV 2014 gebracht. Die Beheizung (Fußbodenheizung) und Warmwasseraufbereitung erfolgt über eine Gaszentralheizung, eine Gegensprechanlage mit Videofunktion und Türöffner ist ebenso vorhanden wie Wasserzähler und Rauchmelder. Der Fernsehempfang erfolgt über Satellit.","Highlight dieser gut geschnittenen und hellen Wohnung ist die große, nach Westen ausgerichtete Dachterrasse (ca. 25 m²). Im ca. 31 m² großen Wohn- und Essbereich sorgen die bodentiefen Fensterelemente (Schallschutzfenster) zur Dachterrasse für viel Licht und ein schönes Raumgefühl. Der historisch anmutende Kachelofen setzt in diesem Raum einen besonderen Akzent.
Von der ca. 10,7 m² großen Küche gelangt man ebenfalls direkt auf die Dachterrasse. Die moderne Einbauküche mit viel Stauraum ist mit E-Herd (Cerankochfeld), Dunstabzug, Ofen, Kühlschrank mit Gefrierfach, Geschirrspüler und Spüle ausgestattet. Direkt neben der Küche bietet der Hauswirtschaftsraum (ca. 4,4 m²) Abstellfläche und einen Anschluss für die Waschmaschine. Sehr ruhig zum Garten liegen das Schlafzimmer (ca. 17 m²) und das Arbeitszimmer (ca. 10,9 m²). Das Vollbad (ca. 5,7 m²) mit Fenster verfügt über Badewanne, Waschtischanlage aus Marmor, Deckenstrahler und WC. Daneben befindet sich ein weiteres Bad / Gäste WC (ca. 2,6 m²) mit Fenster, Dusche, WC und Handwaschbecken.
In den Wohnräumen liegt ein schöner Designbelag in Holzoptik. Flur, Küche und Hauswirtschaftsraum sowie die Bäder sind gefliest. Decken und Wände sind geputzt bzw. tapeziert mit hellem Anstrich, die Wohnung befindet sich in einem sehr gepflegten, nicht renovierungsbedürftigen Zustand. Zur Wohnung gehört ein Kellerraum. Zur Wohnung gehören zwei Stellplätze in einer Doppelgarage.",70,NA,NA,NA,NA,Oct19
Baden_Württemberg,250,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,6,4.12,40,NA,1898,106973778,NA,district_heating,FALSE,Baden_Württemberg,FALSE,1,1550,NA,130,Mannheim,NA,NA,NA,no_information,NA,FALSE,8,NA,68161,5,NA,NA,NA,5,FALSE,6,Mannheim,Schwetzingerstadt_/_Oststadt,"Objektart:
5-Zimmer Wohnung, Hochparterre, in ruhiger Seitenstraße unweit Theater und Neckar gelegen.

Baujahr:
1898

Zimmer/Aufteilung:
5 Zimmer, offene Küche, 2 Bäder, Balkon und großer Keller

Wohnfläche: 
Ca. 130 m²

Objektausstattung:
Hohe Decken, Stuck, Parkett- und Terrazzoböden, Duschbad und Badezimmer neu

Energieausweis:
Durch Denkmalschutz kein Energieausweis vorgeschrieben, Fernwärmeheizung

Verfügbarkeit:
Frei ab sofort

Parken:
Parkmöglichkeiten für Anwohner mittels Parkausweis

Highlights:
Eine Wohnung mit Stil. Denkmalgeschützt, gepflegt, besonders.

Besonderheiten:
Die Wohnung ist neu renoviert und soll nach Auszug in gleichem tadellosen Zustand zurückgegeben werden. Aufgrund der Ausstattung sind Haustiere in der Wohnung nicht erwünscht. Auch bittet der Vermieter der Wohnung von Bewerbungen für Studenten-WGs abzusehen.

Miete:
EUR 1.550,-- p.M. zzgl. EUR 330,-- Nebenkostenvorauszahlung p.M.

Kaution:
3 Monatskaltmieten


",NA,NA,NA,NA,90.76,0.1985,Sep18
Sachsen,100,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,6,4.02,40,375,NA,110110768,NA,gas,TRUE,Sachsen,FALSE,NA,275,26,44.9,Leipzig,refurbished,normal,no,D&ouml;llingstra&szlig;e,Döllingstraße,FALSE,1,roof_storey,04328,2,NA,4,NA,2,FALSE,2,Leipzig,Paunsdorf,Saniertes Mehrfamilienhaus in ruhiger Seitenstraße.,"++ schöne 2-Zimmer-Wohnung ++ im 3.Obergeschoss (= letztes Wohngeschoss) ++ separate Küche mit Balkonzugang ++ Küche kann vom Vormieter übernommen werden ++ separater, kleiner Schlafbereich ++ Laminatboden in den Wohnräumen ++ Tageslichtbad mit Wanne ++ Keller ++",NA,NA,NA,NA,NA,May19
Sachsen,139.66,gas_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,4.81,40,561.8,1908,112034963,NA,NA,FALSE,Sachsen,TRUE,1,422.14,6,63.48,Leipzig,NA,NA,NA,Hedwigstr.,Hedwigstr.,FALSE,3,roof_storey,04315,2,116.9,4,NA,2,FALSE,3,Leipzig,Neustadt_Neuschönefeld,Alle Wohnungen besitzen einen rückkanalfähigen Breitbandkabelanschluss und sind an einer Zentralheizung angeschlossen. Sämtliche Bäder sind modern gefliest verfügen über eine Badewanne oder eine Dusche.,"Die Wohnung wurde komplett neu saniert und wurde mit Rauhfaser in weiß und einem sehr modernen Laminatbelag ausgestattet. Die Räume verfügen alle über Tageslicht und somit macht die Wohnung einen sehr hellen und freundlichen Eindruck. Das Bad ist komplett gefliest und wurde mit einer Badewanne ausgestattet. In der Küche befindet sich im Herd- und Arbeitsbereich ein Fliesenspiegel.Die Treppenhausreinigung wird von einer Firma durchgeführt.",76.18,D,NA,NA,NA,Feb20
Nordrhein_Westfalen,75,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,2,3.39,40,280.48,1971,107383724,NA,gas,FALSE,Nordrhein_Westfalen,TRUE,3,205.48,13,46.3,Herford_Kreis,well_kept,NA,NA,Quedlinburger Str.,Quedlinburger_Str.,FALSE,1,apartment,32049,2,142.4,2,2,2,FALSE,2,Herford_Kreis,Herford,Ruhige Seniorenwohnanlage,Kabelanschluss,NA,NA,NA,71.43,0.2137,Sep18
Nordrhein_Westfalen,150,gas_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,15,4,40,930,2012,111313876,1,gas,TRUE,Nordrhein_Westfalen,TRUE,8,780,25,65,Neuss_Rhein_Kreis,refurbished,luxury,negotiable,Klosterstra&szlig;e,Klosterstraße,FALSE,5,maisonette,41472,2.5,NA,1,3,2,FALSE,3,Neuss_Rhein_Kreis,Neuss,"Diese schöne, sanierte Maisonette-Wohnung in der ersten Etage zeichnet sich durch eine luxuriöse Innenausstattung aus und kann zum 01.07.2019 bezogen werden. Das Apartment verfügt über zweieinhalb attraktive Zimmer. Zum Apartment gehört auch ein Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen stehen außerdem eine Einbauküche sowie ein Stellplatz für Ihr Auto und ein Kellerraum zur Verfügung.","bodentiefe Fenster, nach Absprache teilmöbliert (Waschmaschine, stilvolle Wohnzimmereinrichtung.",NA,NA,2012,NA,NA,May19
Sachsen_Anhalt,85.73,district_heating,ONE_YEAR_FREE,10,FALSE,TRUE,5,1.59,2.4,1493.81,1900,114357866,1,district_heating,TRUE,Sachsen_Anhalt,TRUE,1,1264.49,3 e,107.16,Magdeburg,first_time_use_after_refurbishment,sophisticated,negotiable,Virchowstra&szlig;e,Virchowstraße,FALSE,7,penthouse,39104,4,NA,3,3,4,FALSE,5,Magdeburg,Altstadt,"Durch die Fertigstellung des VirchowQuartiers im Frühjahr 2020 entsteht hier ein in sich geschlossenes, zum Wohnen einladendes Backsteinensemble mit 73 modernen Wohnungen. Jede der 1 bis 4-Zimmer-Wohnungen verfügt über einen Balkon oder eine Terrasse, eine Einbauküche, Parkettfußboden, moderne Bäder mit bodenebenen Duschen und einer Badewanne.","Die angebotene Penthouse Wohnung befindet sich im Westbau und verfügt über eine Einbauküche und zwei moderne Bäder mit hochwertiger Ausstattung (eine bodenebene Dusche, Einhandhebel Mischbatterie, wandhängende Toilette, beheizter Handtuchhalter, mattschwarze Bodenfliesen und Wandfliesen in glänzend weiß). Das Ensuite Badezimmer verfügt zusätzlich über eine Badewanne. In den Wohnräumen ist die Wohnung mit  Parkettfußboden ausgestattet. Die Holzfenster sind zweifach isolierverglast. Die Wohnung verfügt über eine geflieste Kammer mit Waschmaschinenanschluss. Die Ausstattung der Einbauküche beinhaltet ein Cerankochfeld, Backofen, Dunstababzugshaube und einen Einbaukühlschrank mit Gefrierfach.",143.59,NA,2020,NA,NA,Feb20
Nordrhein_Westfalen,185,gas_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,2,3.55,40,820.95,1985,115650844,NA,gas,FALSE,Nordrhein_Westfalen,FALSE,4,634.95,17,74.7,Soest_Kreis,first_time_use,NA,no,Woldemei,Woldemei,TRUE,5,NA,59555,2,249,2,3,2,FALSE,3,Soest_Kreis,Lippstadt,"Sehr geehrte Damen und Herren,

wir bieten Ihnen zur Anmietung eine 74,7 qm große Wohnung in unserem Wohn- und Geschäftsgebäudes im Zentrum von Lippstadt an.

Die Wohnung hat 1 Schlafzimmer, 1 Wohn- und Esszimmer mit offener Küche, 1 Abstellraum sowie ein Badezimmer.

Zimmer 4 und 5 wurde zusammengefügt (s. Grundriss). 

Es handelt sich hiebei um den Erstbezug der Wohnung. Eine Anmietung ist ab sofort möglich.

Ganz besonders wird die Wohnung dadurch, dass Sie sich auf einer großen Terrasse an der frischen Luft aufhalten und die Aussicht sowie wohlverdiente Feierabende in Ruhe genießen können.

Anbindung an den öffentlichen Personennahverkehr ist hier gesorgt. Den Hauptbahnhof erreichen Sie in 5 Minuten zu Fuß. 

Gerne vereinbaren wir einen Besichtigungstermin, um Ihnen die Flächen zu präsentieren.","Die Wohnung wurde im Zuge eines Umbaus im Gebäude neu geschaffen und ist mit hochwertigen Laminat, einem modernem Bad, sowie einer optimalen Zimmeraufteilung ausgestattet.",NA,NO_INFORMATION,2020,NA,NA,Feb20
Bayern,100,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,23,6.71,40,NA,1981,111219380,1,gas,TRUE,Bayern,TRUE,4,1800,98,101.38,München,fully_renovated,sophisticated,NA,Ellingerweg,Ellingerweg,FALSE,8,apartment,81673,3,150.1,1,2,3,FALSE,5,München,Berg_am_Laim,"Die großzügige 3-Zimmer-Wohnung befindet sich im 
1. Obergeschoss eines kleinen Mehrfamilienhauses im Ellingerweg 98. Die helle und sonnige Wohnung wurde im Jahr 2015 aufwendig renoviert und mit einer hochwertigen Einbauküche inkl. Backofen, Ceranfeld, Dunstabzug und Kühlschrank mit Gefrierfach ausgestattet. Das moderne Vollbad bietet Platz für eine Badewanne und ein Duschbad mit Duschkabine, ein Waschmaschinenanschluss ist ebenfalls vorhanden. Die weitläufige Diele bietet Platz für ein Büro oder Spielfläche für die Kinder und könnte bei Bedarf auch abgeteilt werden.

Aufteilung der Wohnfläche:

Diele                     22,82 m²
Schlafzimmer         16,91 m²
Kind o. Arbeiten     16,84 m²
Wohnen & Küche    31,57 m²
Bad                         4,85 m²
Abstellraum             1,51 m²
Balkon zu 1/2          6,88 m²","Folgende Highlights erwarten Sie:

- neuwertiger Massivholzparkett 
- modernes Bad mit grauen Bodenfliesen inkl. Badewanne, Dusche mit Duschkabine, Waschmaschinenanschluss
- neuwertige Kunststofffenster in weiß
- hochwertige Einbauküche mit Elektrogroßgeräten
- großzügiger Balkon nach Süden und Westen
- geräumiges Kellerabteil mit ca. 10 m², auch als Hobbyraum oder Gästezimmer nutzbar
- Tiefgarageneinzelstellplatz",150,E,2015,NA,NA,May19
Sachsen,85,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,12,0.97,40,295,2000,111166824,1,gas,FALSE,Sachsen,TRUE,5,210,40,38,Mittelsachsen_Kreis,modernized,NA,negotiable,Dorfstra&szlig;e,Dorfstraße,FALSE,1,apartment,09557,2,86.2,2,2,2,FALSE,1,Mittelsachsen_Kreis,Falkenau,"Kleines Mehrfamilienhaus mit 5 Wohnungen und einem grünen Umfeld, ruhige aber auch verkehrsgünstige Lage, voll unterkellert mit Waschmaschinen-und Trockenraum
PKW-Stellplatz bei Bedarf","Kleine gemütliche Wohnung, schöne Aufteilung der Räume, Blick ins Grüne, Bad mit Dusche und Fenster, Keller, Waschmaschinen-und Wäschetrockenraum, Stellplatz bei Bedarf auf dem Grundstück",NA,C,NA,NA,NA,Oct19
Bayern,150,floor_heating,NA,NA,TRUE,TRUE,21,4.62,NA,1150,2019,113505295,1,pellet_heating,FALSE,Bayern,TRUE,9,950,18,69,Erding_Kreis,first_time_use,sophisticated,negotiable,Fuchsbergstra&szlig;e,Fuchsbergstraße,FALSE,6,ground_floor,85435,2,50.8,1,2,2,FALSE,3,Erding_Kreis,Erding,"Die helle 2-Zimmer Wohnung mit Hobbyraum liegt im Erdgeschoss und Souterrain eines Neubaus am Fuchsberg in Altenerding. 

Die Wohnung betritt man über den großen Flur, der direkt im Eingangsbereich eine kleine Nische mit Platz für eine Garderobe bietet. Die Wohnungstür ist mit einem modernen elektronische Türspion ausgestattet. Die gesamte Wohnung wird über eine Fußbodenheizung beheizt, an allen Fenstern und Türen befinden sich außenseitige elektrische Rollos, die vollständig dunkel schließen.

Das Schlafzimmer bietet genug Platz für ein Bett und einen Kleiderschrank, das Fenster ist in Richtung Ostern ausgerichtet. Alternativ kann dieser Raum auch als Wohnzimmer genutzt werden, um im Wohnzimmer mehr Platz für einen großen Esstisch und eine große Einbauküche zu haben.

Das Badezimmer liegt zwischen dem Schlaf- und Wohnzimmer, die grauen Bodenfliesen in Kombination mit den weißen Wandfliesen, die nur um die Dusche deckenhoch gefliest sind, verleihen dem Badezimmer einen sehr modernen Charakter. Die Dusche ist schwellenlos gefliest, die Duschwand aus Echtglas ist faltbar und kann vollständig an die Wand geklappt werden. Das bodentiefe Fenster erhält noch eine Milchglasfolie, damit das Bad nicht mehr einsehbar ist. Als Handtuchhalter dient ein separater Heizkörper, dieser kann bei Bedarf mit Strom zusätzlich angeschaltet werden.

Im Wohnzimmer befinden sich die Küchenanschlüsse,  die Einbauküche ist mieterseitig anzubringen. Ein Foto einer Vergleichseinbauküche die in einer anderen Wohnung im Haus so installiert wurde, finden Sie anbei. Ansonsten bietet das Wohnzimmer genug Platz für einen Esstisch und eine Couch. Für eine große Couch und Wohnwand würde es sich jedoch anbieten, das Schlafzimmer zu nutzen. 

Vom Wohnzimmer aus betritt man auch die Terrasse, welche durch den darüber liegenden Balkon zu einem großen Teil überdacht ist. Die hellbraunen Gabionenwände ergänzen sich hervorragend mit den grauen Pflastersteinen und sind an das moderne Design der Wohnung und des Hauses angepasst.

Über den edlen Marmortreppenabgang im Flur, erreicht man den Hobbyraum im Souterrain. Hier wurde noch einmal eine separate Wand eingezogen, um ein geschlossenes Zimmer zu erhalten und am Treppenabgang einen kleinen Flurbereich zu haben. Vor allem die Fläche unter dem Treppenabgang bietet sich hervorragend als Abstellmöglichkeit an. Von diesem Flur aus erhält man, durch eine separate Brandschutztüre, Zugang zu den Kellerabteilen. Der zur Wohnung gehörende Kellerabteil bietet noch einmal zusätzlich 12qm als Abstellfläche.

Das Souterrainzimmer bietet sich optimal als Schlafraum an, durch die Ausrichtung Richtung Osten, bleibt dieses auch im Hochsommer angenehm kühl. Der Raum ist groß genug für ein Bett und die Nische kann als Kleiderschrank genutzt werden. Hier ist der selbe hochwertige Parkettboden verlegt wie im EG. 

In der gesamten Wohnung sind wischbare Böden verlegt, im Flur und in den Schlafräumen ein hochwertiger, hellbrauner Parkettboden, das Badezimmer ist mit hochwertigen grauen und weißen Fliesen ausgestattet.

Die Wohnung verfügt in allen Räumen über ein Frischluftsystem, wodurch auch bei geschlossenen Fenstern ein minimaler Luftaustausch stattfindet.

Zur Wohnung gehört ein Duplex-Garagenstellplatz, für monatlich € 50,--.","**NEUBAU - ERSTBEZUG** 
- sehr helle Wohnung
- wischbare Böden in der gesamten Wohnung -hochwertiger Parkettboden, Fliesen und Marmortreppen
- modernes Badezimmer mit schwellenloser Dusche
- elektrische Rollos an allen Fenstern
- großer Kellerabteil (ca. 12qm)
- Duplexgarage direkt vor der Haustüre (€50,-- mtl.)
- elektrischer Türspion
- Frischluftaustausch über Lüftungsanlage
- KEINE Hundehaltung erlaubt",NA,B,2019,NA,NA,Feb20
Hessen,225,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,6.02,40,1295,1991,73665584,NA,gas,FALSE,Hessen,FALSE,5,1070,190,103,Bergstraße_Kreis,modernized,sophisticated,no,Darmst&auml;dter Str.,Darmstädter_Str.,TRUE,7,penthouse,64625,3,NA,3,NA,3,FALSE,5,Bergstraße_Kreis,Bensheim,"Das moderne Objekt wurde im Jahr 1991 erbaut. Exklusive Penthouse mit außergewöhnlichem, edlem Wohnambiente, Aufzug von TG direkt in die Wohnung. Offenes Top modernes Wohnkonzept in solider Bautechnik und hochwertigen Materialien. Die Außenfassade der Wohnanlage wurde im Juli 2013 komplett überarbeitet - mit Anstrich, neuer Terrassenverkleidung. Das Treppenhaus ist mit einem hellen Natursteinboden ausgelegt.","Das Erdgeschoß ist (außer Küche/Bad/Gäste-Dusche) in geölte und gebürstete Echtholzparkett, Küche und Bad gefliest, Großes Bad mit ebenerdige Dusche, - Gäste WC,  Abstellräume, zwei Balkone  und zwei Terrassen, Rufanlage, alle Dachfenster wurden vor kurzem erneuert. Die Dachterrassen, haben eine Gesamtfläche von ca. 34 m2 (1/3 davon wurde nicht angerechnet). Räume teilweise über 6m hoch.",NA,NA,2013,90.76,0.1915,Sep18
Brandenburg,150,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,29,4,40,533,1995,109622771,1,gas,FALSE,Brandenburg,TRUE,5,370,4 B,69,Dahme_Spreewald_Kreis,well_kept,normal,negotiable,Lindenstieg,Lindenstieg,FALSE,2,NA,15910,2,121,2,2,2,TRUE,3,Dahme_Spreewald_Kreis,Bersteland,"Das Wohnhaus wurde 1994/1995 errichtet und bietet 4 Wohnungen Platz, es geht daher gediegen & ruhig zu, die Hausgemeinschaft funktioniert gut und so soll es gern bleiben. Das Haus ist teilweise unterkellert. Neben der Zentralheizung mit Warmwasserbereitung befinden sich hier der praktische Waschmaschinenraum, gemeinschaftliche Trocken- und Fahrradabstellräume für die Mieter sowie für jede Wohnung ein eigener Kellerraum. Die Außenanlagen werden gemeinschaftlich genutzt und ebenso gepflegt. Und hier besteht auch die Möglichkeit, die Wäsche draußen zu trocknen.","Großzügiger, klar und geradlinig gestalteter Grundriss, schicke, gemütliche Wohnküche mit Balkonzugang, geräumiges, helles Wannenbad mit Fenster und ein praktischer Abstellraum - die Kurzfassung zu dieser modernen & hellen Wohnung. Alle Fenster und die beiden Balkontüren sind in Holzrahmen mit Isolierverglasung & Außenrollläden ausgestattet, Die Wände und Decken sind tapeziert und gestrichen -teilweise sehr farbenfroh aber wirklich schick & gut-, das Bad ist raumhoch gefliest und in der schönen Wohnküche befindet sich an der Arbeitsstrecke ein großzügiger Fliesenspiegel. Die Küche und das Bad verfügen über einen Fliesenboden, die Wohnräume und die Diele sind mit einem sehr attraktiven & pflegeleichten Kunststoffboden (fast neuwertig!) gestaltet. Das Bad ist ausgestattet mit großer Wanne, Waschtisch, Hänge-WC und einem Fenster. Und es ist viel Platz für Ihre Badmöbel! Der Waschmaschineanschluss einschließlich der Anschlussmöglichkeit für einen Trockner ist im Keller installiert. In der Küche sind alle Anschlüsse für Geschirrspüler, Spüle, Elektroherd etc. vorhanden. Alle Räume und die Diele verfügen über Plattenheizkörper. Der Empfang von Rundfunk- und Fernsehprogrammen erfolgt über eine SAT-Anlage. Zu der Wohnung gehört ein eigener Kellerraum (Nutzfläche ca. 3 m²), ausgestattet mit einem Fenster, Licht und Steckdose. Der gemeinschaftliche Fahrradraum verfügt über zwei Zugänge. Der Balkon -Zugang vom schönen Wohnzimmer und von der Wohnküche aus - ist zur Südseite gelegen und kann wegen der Überdachung auch gut bei Regen genutzt werden. Der PKW-Stellplatz befindet sich direkt auf dem Grundstück, sofern Sie einen zweiten PKW abstellen möchten/müssen, stehen dafür in der unmittelbaren Nähe weitere Stellplätze zur Verfügung.",NA,D,2016,NA,NA,May19
Thüringen,140,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,3,2.65,40,465,1956,111260638,NA,gas,FALSE,Thüringen,TRUE,2,325,127,64.19,Gera,well_kept,NA,yes,Altenburger Stra&szlig;e,Altenburger_Straße,FALSE,2,apartment,07546,3,NA,2,4,3,TRUE,3,Gera,Gera_Ost,Es handelt sich um eine bezugsfertige Wohnung in einem sanierten Neubau in Gera-Leumnitz.,"- bezugsfrei
- in der Wohnung befindet sich PVC-Bodenbelag
- Wände sind Raufaser weiß
- Küche mit Fenster und Fliesenspiegel
- Bad mit Fenster und Badewanne
- Arbeits- / Kinderzimmer am Wohnzimmer
- Wechselsprechanlage",NA,NA,NA,NA,NA,May19
Bremen,NA,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,15,3.55,40,NA,1901,111323494,NA,gas,TRUE,Bremen,FALSE,1,750,NA,100,Bremen,well_kept,NA,no,no_information,NA,FALSE,5,NA,28717,3.5,87.6,NA,NA,3,FALSE,4,Bremen,Lesum,"Hier lässt es sich leben! Einen Spaziergang vom Lesumer Ortskern entfernt, liegt diese ansprechende 3 ½ Zimmerwohnung mit einer großzügiger Raumaufteilung. Aufgeteilt ist die in einem gepflegten 2-Familienhaus liegende und über einen separaten Eingang verfügende Wohnung in: einem gemütlichen Wohnzimmer, ein schönes Bad mit Wanne und Fenster, eine Küche mit heller Einbauküche,  ein Schlafzimmer und 1 ½ weitere Zimmer. Zusätzlich sind Aussenrollläden und eine Sonnenmarkise vorhanden. Die herrliche Dachterrasse lädt zu gemütlichen Stunden ein. Platz für zusätzliche Abstellmöglichkeiten bietet der vorhandene Dachboden. Zusammen mit der Lage nahe dem Lesumer Ortskern und den Fußläufig zu erreichenden Einkaufsmöglichkeiten bietet diese Wohnung gute Voraussetzungen für aktive Wohn- und Freizeitansprüche",NA,NA,NA,NA,NA,NA,May19
